customer_id,loyalty_id,first_name,last_name,city,state,signup_date,loyalty_tier,preferred_store_id
CUS-00042,LOY-000042,Noah,Chen,Frisco,TX,2022-09-14,Standard,PH-002
CUS-00043,LOY-000043,Jennifer,Smith,Dallas,TX,2022-06-09,Standard,PH-004
CUS-00044,LOY-000044,Liam,Smith,Dallas,TX,2023-02-07,Standard,PH-001
CUS-00045,LOY-000045,Grace,Anderson,Fort Worth,TX,2025-04-29,Standard,PH-004
CUS-00046,LOY-000046,Marcus,Ross,Dallas,TX,2022-05-16,Silver,PH-001
CUS-00047,LOY-000047,Liam,Hill,Dallas,TX,2025-05-17,Standard,PH-005
CUS-00048,LOY-000048,John,Miller,Frisco,TX,2022-03-01,Standard,PH-002
CUS-00049,LOY-000049,Ava,Ross,Fort Worth,TX,2023-12-14,Silver,PH-002
CUS-00050,LOY-000050,Michael,Jackson,Fort Worth,TX,2023-05-11,Gold,PH-005
CUS-00051,LOY-000051,Jennifer,Hill,Fort Worth,TX,2026-04-13,Standard,PH-005
CUS-00052,LOY-000052,John,Thomas,Plano,TX,2023-08-01,Standard,PH-005
CUS-00053,LOY-000053,Amanda,Moore,Dallas,TX,2023-03-15,Gold,PH-004
CUS-00054,LOY-000054,Rachel,Thomas,Fort Worth,TX,2023-01-15,Silver,PH-001
CUS-00055,LOY-000055,Sarah,Kim,Irving,TX,2024-05-18,Standard,PH-005
CUS-00056,LOY-000056,Linda,Smith,Dallas,TX,2026-04-09,Silver,PH-001
CUS-00057,LOY-000057,David,Hill,Fort Worth,TX,2022-10-06,Silver,PH-003
CUS-00058,LOY-000058,Noah,Nguyen,Fort Worth,TX,2026-01-18,Standard,PH-001
CUS-00059,LOY-000059,Kevin,Brown,Dallas,TX,2024-02-28,Silver,PH-004
CUS-00060,LOY-000060,Olivia,Moore,Frisco,TX,2025-11-08,Silver,PH-002
CUS-00061,LOY-000061,Jessica,Smith,Frisco,TX,2024-05-26,Standard,PH-001
CUS-00062,LOY-000062,Grace,Brown,Frisco,TX,2023-01-03,Standard,PH-004
CUS-00063,LOY-000063,Mia,Hill,Irving,TX,2024-06-16,Gold,PH-001
CUS-00064,LOY-000064,Marcus,Carter,Irving,TX,2024-03-31,Gold,PH-005
CUS-00065,LOY-000065,Marcus,Moore,Plano,TX,2022-05-13,Silver,PH-002
CUS-00066,LOY-000066,Kevin,Martinez,Fort Worth,TX,2024-04-07,Standard,PH-002
CUS-00067,LOY-000067,Laura,Moore,Irving,TX,2023-07-25,Gold,PH-005
CUS-00068,LOY-000068,Brandon,Ross,Irving,TX,2023-12-31,Silver,PH-005
CUS-00069,LOY-000069,Anthony,Brown,Fort Worth,TX,2023-07-26,Standard,PH-004
CUS-00070,LOY-000070,Marcus,Hill,Frisco,TX,2024-09-29,Silver,PH-002
CUS-00071,LOY-000071,Ethan,Carter,Dallas,TX,2022-07-23,Gold,PH-001
CUS-00072,LOY-000072,Jennifer,Brown,Dallas,TX,2023-01-02,Silver,PH-005
CUS-00073,LOY-000073,Mia,Patel,Plano,TX,2023-09-13,Gold,PH-005
CUS-00074,LOY-000074,Marcus,Jackson,Dallas,TX,2025-09-15,Gold,PH-004
CUS-00075,LOY-000075,Grace,Wilson,Plano,TX,2023-08-25,Gold,PH-004
CUS-00076,LOY-000076,Emily,Davis,Frisco,TX,2025-01-15,Silver,PH-005
CUS-00077,LOY-000077,Jessica,Lee,Dallas,TX,2024-05-31,Standard,PH-004
CUS-00078,LOY-000078,David,Patel,Irving,TX,2024-06-25,Silver,PH-001
CUS-00079,LOY-000079,Robert,Miller,Fort Worth,TX,2025-09-12,Silver,PH-002
CUS-00080,LOY-000080,Emily,Smith,Plano,TX,2023-10-02,Gold,PH-004
CUS-00081,LOY-000081,Emily,Jackson,Dallas,TX,2025-03-11,Gold,PH-004
CUS-00082,LOY-000082,Mia,Johnson,Fort Worth,TX,2025-03-17,Silver,PH-004
CUS-00083,LOY-000083,Jessica,Miller,Fort Worth,TX,2022-04-25,Silver,PH-003
CUS-00084,LOY-000084,Emily,Garcia,Irving,TX,2025-06-17,Gold,PH-003
CUS-00085,LOY-000085,Liam,Nguyen,Frisco,TX,2022-05-06,Standard,PH-005
CUS-00086,LOY-000086,Robert,Carter,Frisco,TX,2023-12-16,Gold,PH-005
CUS-00087,LOY-000087,Amanda,Jackson,Frisco,TX,2024-02-19,Standard,PH-004
CUS-00088,LOY-000088,Rachel,Kim,Irving,TX,2023-12-21,Standard,PH-002
CUS-00089,LOY-000089,Linda,Chen,Frisco,TX,2025-04-28,Standard,PH-001
CUS-00090,LOY-000090,Sophia,Hill,Frisco,TX,2022-12-14,Standard,PH-005
CUS-00091,LOY-000091,Kevin,King,Irving,TX,2025-09-09,Silver,PH-005
CUS-00092,LOY-000092,Michael,Smith,Frisco,TX,2022-02-11,Gold,PH-004
CUS-00093,LOY-000093,Brandon,Lee,Frisco,TX,2024-02-13,Gold,PH-004
CUS-00094,LOY-000094,Kevin,Garcia,Dallas,TX,2024-09-27,Standard,PH-002
CUS-00095,LOY-000095,Kevin,Brown,Fort Worth,TX,2026-04-16,Gold,PH-003
CUS-00096,LOY-000096,Sarah,Lopez,Frisco,TX,2024-01-15,Silver,PH-002
CUS-00097,LOY-000097,Emily,Taylor,Dallas,TX,2025-01-02,Standard,PH-003
CUS-00098,LOY-000098,Daniel,King,Frisco,TX,2025-03-20,Silver,PH-002
CUS-00099,LOY-000099,Olivia,Moore,Dallas,TX,2026-01-09,Gold,PH-001
CUS-00100,LOY-000100,Brandon,Patel,Frisco,TX,2022-05-18,Gold,PH-005
CUS-00101,LOY-000101,Emily,Smith,Plano,TX,2023-12-13,Standard,PH-003
CUS-00102,LOY-000102,Michael,White,Frisco,TX,2024-06-05,Gold,PH-005
CUS-00103,LOY-000103,Kevin,Martinez,Irving,TX,2024-04-03,Silver,PH-005
CUS-00104,LOY-000104,Michael,Wilson,Fort Worth,TX,2023-01-05,Standard,PH-005
CUS-00105,LOY-000105,Sarah,Garcia,Irving,TX,2023-03-13,Gold,PH-004
CUS-00106,LOY-000106,Daniel,Taylor,Fort Worth,TX,2025-06-12,Silver,PH-005
CUS-00107,LOY-000107,Ava,Taylor,Dallas,TX,2024-12-05,Standard,PH-003
CUS-00108,LOY-000108,David,Carter,Plano,TX,2022-11-05,Gold,PH-003
CUS-00109,LOY-000109,Laura,Smith,Frisco,TX,2022-05-12,Gold,PH-002
CUS-00110,LOY-000110,Laura,Ross,Frisco,TX,2025-08-16,Standard,PH-003
CUS-00111,LOY-000111,Mia,Lopez,Plano,TX,2024-04-11,Standard,PH-001
CUS-00112,LOY-000112,Melissa,Martinez,Dallas,TX,2023-05-18,Silver,PH-004
CUS-00113,LOY-000113,Emily,Johnson,Irving,TX,2024-05-14,Gold,PH-001
CUS-00114,LOY-000114,John,Miller,Frisco,TX,2022-10-07,Standard,PH-003
CUS-00115,LOY-000115,Grace,White,Frisco,TX,2025-09-10,Gold,PH-002
CUS-00116,LOY-000116,Ethan,King,Irving,TX,2022-02-10,Standard,PH-001
CUS-00117,LOY-000117,Kevin,Lopez,Frisco,TX,2022-05-11,Silver,PH-003
CUS-00118,LOY-000118,Mia,Anderson,Dallas,TX,2024-03-23,Gold,PH-002
CUS-00119,LOY-000119,Linda,Hill,Fort Worth,TX,2026-02-13,Gold,PH-001
CUS-00120,LOY-000120,Michael,Anderson,Fort Worth,TX,2026-05-07,Gold,PH-003
CUS-00121,LOY-000121,Emily,Tran,Plano,TX,2025-05-13,Standard,PH-003
CUS-00122,LOY-000122,Kevin,Garcia,Irving,TX,2026-03-13,Gold,PH-002
CUS-00123,LOY-000123,Laura,Martinez,Plano,TX,2022-08-07,Standard,PH-002
CUS-00124,LOY-000124,Daniel,Wilson,Irving,TX,2023-06-05,Gold,PH-001
CUS-00125,LOY-000125,Emily,Johnson,Frisco,TX,2025-12-03,Standard,PH-003
CUS-00126,LOY-000126,Jessica,Smith,Irving,TX,2025-10-30,Standard,PH-003
CUS-00127,LOY-000127,Grace,Carter,Frisco,TX,2024-08-31,Gold,PH-003
CUS-00128,LOY-000128,Sophia,Lee,Fort Worth,TX,2022-03-13,Gold,PH-001
CUS-00129,LOY-000129,Noah,White,Plano,TX,2023-06-03,Gold,PH-004
CUS-00130,LOY-000130,Sophia,Taylor,Frisco,TX,2025-11-04,Standard,PH-005
CUS-00131,LOY-000131,Linda,Wilson,Irving,TX,2022-01-17,Silver,PH-003
CUS-00132,LOY-000132,Sophia,Tran,Plano,TX,2023-09-02,Standard,PH-002
CUS-00133,LOY-000133,David,Taylor,Frisco,TX,2026-04-20,Gold,PH-004
CUS-00134,LOY-000134,Grace,King,Frisco,TX,2022-06-14,Silver,PH-004
CUS-00135,LOY-000135,Ava,Smith,Frisco,TX,2026-01-09,Silver,PH-001
CUS-00136,LOY-000136,Sarah,Thomas,Frisco,TX,2024-11-02,Standard,PH-003
CUS-00137,LOY-000137,Laura,Lopez,Fort Worth,TX,2026-02-19,Silver,PH-004
CUS-00138,LOY-000138,Noah,Lee,Dallas,TX,2025-08-06,Gold,PH-002
CUS-00139,LOY-000139,Ethan,Wilson,Plano,TX,2022-01-07,Silver,PH-002
CUS-00140,LOY-000140,Ethan,Nguyen,Frisco,TX,2025-03-25,Standard,PH-001
CUS-00141,LOY-000141,Sarah,Chen,Fort Worth,TX,2026-01-01,Gold,PH-002
CUS-00142,LOY-000142,Olivia,Anderson,Irving,TX,2023-10-17,Silver,PH-004
CUS-00143,LOY-000143,Ava,Carter,Frisco,TX,2022-12-22,Gold,PH-005
CUS-00144,LOY-000144,Kevin,White,Frisco,TX,2023-02-11,Standard,PH-004
CUS-00145,LOY-000145,Rachel,Miller,Irving,TX,2024-02-12,Gold,PH-002
CUS-00146,LOY-000146,Amanda,Lee,Fort Worth,TX,2025-08-18,Gold,PH-002
CUS-00147,LOY-000147,Jennifer,Wilson,Plano,TX,2023-06-21,Gold,PH-002
CUS-00148,LOY-000148,Robert,Reed,Fort Worth,TX,2024-05-28,Gold,PH-003
CUS-00149,LOY-000149,Melissa,Tran,Frisco,TX,2022-12-15,Gold,PH-001
CUS-00150,LOY-000150,Amanda,Thomas,Fort Worth,TX,2024-06-10,Silver,PH-004
CUS-00151,LOY-000151,Marcus,Chen,Plano,TX,2023-01-26,Silver,PH-003
CUS-00152,LOY-000152,Ava,Brown,Irving,TX,2022-09-24,Silver,PH-002
CUS-00153,LOY-000153,Olivia,Martinez,Frisco,TX,2026-01-28,Gold,PH-002
CUS-00154,LOY-000154,Laura,Miller,Irving,TX,2022-10-26,Standard,PH-003
CUS-00155,LOY-000155,Daniel,Chen,Fort Worth,TX,2024-07-12,Standard,PH-003
CUS-00156,LOY-000156,Brandon,Anderson,Irving,TX,2022-06-25,Standard,PH-004
CUS-00157,LOY-000157,Melissa,Patel,Irving,TX,2025-11-07,Standard,PH-004
CUS-00158,LOY-000158,Noah,Smith,Fort Worth,TX,2023-06-09,Standard,PH-001
CUS-00159,LOY-000159,Jessica,King,Dallas,TX,2023-11-13,Standard,PH-004
CUS-00160,LOY-000160,Rachel,Lopez,Fort Worth,TX,2025-12-24,Gold,PH-001
CUS-00161,LOY-000161,Amanda,Ross,Fort Worth,TX,2025-06-23,Silver,PH-003
CUS-00162,LOY-000162,Anthony,Anderson,Frisco,TX,2022-09-28,Gold,PH-001
CUS-00163,LOY-000163,Brandon,Miller,Frisco,TX,2022-12-14,Gold,PH-004
CUS-00164,LOY-000164,Kevin,Wilson,Plano,TX,2022-07-03,Silver,PH-005
CUS-00165,LOY-000165,Laura,Carter,Frisco,TX,2022-08-28,Silver,PH-001
CUS-00166,LOY-000166,Melissa,Brown,Frisco,TX,2026-03-12,Silver,PH-004
CUS-00167,LOY-000167,Sophia,Ross,Fort Worth,TX,2026-04-09,Silver,PH-005
CUS-00168,LOY-000168,Kevin,Smith,Plano,TX,2023-10-09,Gold,PH-004
CUS-00169,LOY-000169,Liam,Carter,Fort Worth,TX,2025-09-08,Gold,PH-004
CUS-00170,LOY-000170,Robert,Martinez,Plano,TX,2022-04-22,Standard,PH-002
CUS-00171,LOY-000171,Robert,Brown,Frisco,TX,2022-12-01,Gold,PH-004
CUS-00172,LOY-000172,Laura,Hill,Irving,TX,2022-03-25,Silver,PH-003
CUS-00173,LOY-000173,Noah,Johnson,Irving,TX,2024-07-26,Silver,PH-001
CUS-00174,LOY-000174,Ava,Carter,Dallas,TX,2023-12-17,Standard,PH-002
CUS-00175,LOY-000175,Sophia,Miller,Plano,TX,2026-03-16,Gold,PH-003
CUS-00176,LOY-000176,Brandon,Anderson,Fort Worth,TX,2023-03-11,Gold,PH-001
CUS-00177,LOY-000177,Michael,Jackson,Fort Worth,TX,2023-01-05,Silver,PH-001
CUS-00178,LOY-000178,Linda,Jackson,Irving,TX,2025-10-18,Standard,PH-003
CUS-00179,LOY-000179,Amanda,Nguyen,Dallas,TX,2024-03-18,Silver,PH-005
CUS-00180,LOY-000180,Marcus,Patel,Plano,TX,2022-03-01,Standard,PH-004
CUS-00181,LOY-000181,Noah,Anderson,Irving,TX,2024-07-18,Gold,PH-003
CUS-00182,LOY-000182,Olivia,Anderson,Dallas,TX,2023-11-06,Standard,PH-005
CUS-00183,LOY-000183,David,Patel,Fort Worth,TX,2022-09-22,Standard,PH-001
CUS-00184,LOY-000184,Grace,Taylor,Frisco,TX,2023-10-24,Standard,PH-001
CUS-00185,LOY-000185,Jessica,Lopez,Irving,TX,2022-07-09,Silver,PH-003
CUS-00186,LOY-000186,Sarah,Chen,Irving,TX,2022-07-02,Standard,PH-002
CUS-00187,LOY-000187,Sarah,Reed,Irving,TX,2023-08-07,Gold,PH-002
CUS-00188,LOY-000188,Marcus,Nguyen,Irving,TX,2024-06-04,Gold,PH-003
CUS-00189,LOY-000189,Mia,Lopez,Plano,TX,2024-01-06,Gold,PH-001
CUS-00190,LOY-000190,Rachel,Davis,Plano,TX,2024-09-29,Silver,PH-004
CUS-00191,LOY-000191,Emily,Ross,Fort Worth,TX,2025-05-14,Silver,PH-001
CUS-00192,LOY-000192,Liam,Smith,Frisco,TX,2025-06-11,Standard,PH-004
CUS-00193,LOY-000193,Ethan,Smith,Dallas,TX,2022-03-24,Gold,PH-003
CUS-00194,LOY-000194,David,Anderson,Plano,TX,2025-08-19,Gold,PH-002
CUS-00195,LOY-000195,Emily,Davis,Fort Worth,TX,2022-06-21,Silver,PH-004
CUS-00196,LOY-000196,Laura,Tran,Irving,TX,2023-09-08,Standard,PH-002
CUS-00197,LOY-000197,Mia,Nguyen,Plano,TX,2024-12-07,Silver,PH-003
CUS-00198,LOY-000198,Brandon,King,Fort Worth,TX,2022-06-06,Standard,PH-005
CUS-00199,LOY-000199,Marcus,Davis,Irving,TX,2024-04-25,Standard,PH-004
CUS-00200,LOY-000200,Mia,Moore,Fort Worth,TX,2023-06-03,Silver,PH-003
CUS-00201,LOY-000201,Brandon,Tran,Fort Worth,TX,2022-02-03,Standard,PH-004
CUS-00202,LOY-000202,Sarah,White,Plano,TX,2024-03-15,Standard,PH-001
CUS-00203,LOY-000203,Laura,Thomas,Frisco,TX,2023-10-05,Gold,PH-004
CUS-00204,LOY-000204,Liam,Anderson,Irving,TX,2025-07-01,Silver,PH-003
CUS-00205,LOY-000205,Grace,Miller,Plano,TX,2023-01-15,Standard,PH-005
CUS-00206,LOY-000206,Daniel,Anderson,Dallas,TX,2024-06-07,Gold,PH-001
CUS-00207,LOY-000207,Amanda,Reed,Dallas,TX,2022-01-28,Standard,PH-004
CUS-00208,LOY-000208,David,Thomas,Irving,TX,2025-09-09,Gold,PH-005
CUS-00209,LOY-000209,Ava,Brown,Frisco,TX,2025-06-20,Gold,PH-003
CUS-00210,LOY-000210,Noah,Anderson,Irving,TX,2023-09-12,Standard,PH-002
CUS-00211,LOY-000211,Melissa,Lee,Plano,TX,2022-08-18,Standard,PH-002
CUS-00212,LOY-000212,Amanda,Martinez,Irving,TX,2025-08-21,Standard,PH-002
CUS-00213,LOY-000213,Laura,Taylor,Fort Worth,TX,2023-01-26,Standard,PH-003
CUS-00214,LOY-000214,Liam,Wilson,Plano,TX,2024-08-28,Silver,PH-001
CUS-00215,LOY-000215,Marcus,Miller,Plano,TX,2026-02-22,Gold,PH-004
CUS-00216,LOY-000216,Emily,Brown,Dallas,TX,2024-07-09,Gold,PH-002
CUS-00217,LOY-000217,John,Nguyen,Fort Worth,TX,2024-03-13,Standard,PH-003
CUS-00218,LOY-000218,Amanda,Hill,Irving,TX,2024-05-01,Silver,PH-005
CUS-00219,LOY-000219,Olivia,Moore,Fort Worth,TX,2023-08-19,Standard,PH-004
CUS-00220,LOY-000220,Anthony,Brown,Fort Worth,TX,2025-04-25,Gold,PH-005
CUS-00221,LOY-000221,Mia,Brown,Plano,TX,2026-01-02,Standard,PH-005
CUS-00222,LOY-000222,Amanda,Smith,Fort Worth,TX,2023-10-09,Gold,PH-001
CUS-00223,LOY-000223,Daniel,Taylor,Irving,TX,2024-08-27,Standard,PH-004
CUS-00224,LOY-000224,Olivia,Taylor,Frisco,TX,2024-07-07,Gold,PH-004
CUS-00225,LOY-000225,Amanda,Miller,Frisco,TX,2026-01-27,Standard,PH-004
CUS-00226,LOY-000226,Rachel,Wilson,Plano,TX,2024-11-05,Standard,PH-005
CUS-00227,LOY-000227,Mia,Patel,Fort Worth,TX,2026-01-04,Gold,PH-004
CUS-00228,LOY-000228,Melissa,Nguyen,Irving,TX,2024-05-03,Gold,PH-003
CUS-00229,LOY-000229,Grace,Brown,Plano,TX,2025-06-27,Standard,PH-003
CUS-00230,LOY-000230,Noah,Moore,Dallas,TX,2025-09-28,Silver,PH-002
CUS-00231,LOY-000231,Sarah,Martinez,Plano,TX,2025-05-25,Silver,PH-001
CUS-00232,LOY-000232,Grace,Smith,Irving,TX,2023-09-14,Standard,PH-002
CUS-00233,LOY-000233,Jessica,King,Dallas,TX,2024-01-05,Silver,PH-003
CUS-00234,LOY-000234,Mia,Miller,Plano,TX,2024-10-28,Standard,PH-001
CUS-00235,LOY-000235,Kevin,Smith,Dallas,TX,2025-06-18,Standard,PH-001
CUS-00236,LOY-000236,Jessica,Chen,Irving,TX,2023-06-13,Silver,PH-003
CUS-00237,LOY-000237,Liam,King,Fort Worth,TX,2023-07-02,Standard,PH-005
CUS-00238,LOY-000238,Olivia,Anderson,Dallas,TX,2025-12-17,Standard,PH-004
CUS-00239,LOY-000239,Grace,Wilson,Dallas,TX,2022-08-05,Gold,PH-005
CUS-00240,LOY-000240,Grace,Hill,Fort Worth,TX,2022-03-27,Gold,PH-001
CUS-00241,LOY-000241,Sarah,Taylor,Dallas,TX,2023-02-25,Silver,PH-002
CUS-00242,LOY-000242,Ava,Nguyen,Irving,TX,2026-04-10,Gold,PH-004
CUS-00243,LOY-000243,Ava,Hill,Plano,TX,2025-08-18,Silver,PH-003
CUS-00244,LOY-000244,Melissa,Hill,Plano,TX,2024-06-18,Silver,PH-001
CUS-00245,LOY-000245,Linda,White,Irving,TX,2023-12-01,Silver,PH-005
CUS-00246,LOY-000246,Sarah,Tran,Frisco,TX,2024-02-02,Gold,PH-004
CUS-00247,LOY-000247,Rachel,Taylor,Plano,TX,2022-11-07,Gold,PH-004
CUS-00248,LOY-000248,Grace,Chen,Plano,TX,2024-05-28,Silver,PH-004
CUS-00249,LOY-000249,David,Davis,Frisco,TX,2022-03-02,Silver,PH-002
CUS-00250,LOY-000250,Liam,Lee,Fort Worth,TX,2022-05-23,Standard,PH-003
CUS-00251,LOY-000251,Kevin,Reed,Plano,TX,2024-06-07,Standard,PH-004
CUS-00252,LOY-000252,Liam,King,Plano,TX,2025-03-22,Standard,PH-005
CUS-00253,LOY-000253,Sophia,Smith,Irving,TX,2025-10-26,Gold,PH-005
CUS-00254,LOY-000254,Sophia,Moore,Frisco,TX,2023-12-06,Standard,PH-003
CUS-00255,LOY-000255,Michael,Lopez,Plano,TX,2025-12-05,Silver,PH-004
CUS-00256,LOY-000256,Ethan,Martinez,Fort Worth,TX,2025-07-02,Gold,PH-004
CUS-00257,LOY-000257,Noah,Kim,Irving,TX,2026-05-08,Standard,PH-003
CUS-00258,LOY-000258,Jennifer,King,Fort Worth,TX,2023-11-17,Silver,PH-002
CUS-00259,LOY-000259,Michael,Johnson,Frisco,TX,2023-03-14,Standard,PH-005
CUS-00260,LOY-000260,Jessica,Nguyen,Fort Worth,TX,2023-11-29,Gold,PH-002
CUS-00261,LOY-000261,Amanda,Lee,Fort Worth,TX,2025-04-28,Silver,PH-002
CUS-00262,LOY-000262,Liam,Nguyen,Irving,TX,2024-10-31,Standard,PH-001
CUS-00263,LOY-000263,Rachel,Ross,Fort Worth,TX,2023-12-27,Standard,PH-001
CUS-00264,LOY-000264,Liam,Taylor,Dallas,TX,2024-07-08,Silver,PH-005
CUS-00265,LOY-000265,Ava,Lee,Irving,TX,2023-11-26,Standard,PH-005
CUS-00266,LOY-000266,Brandon,Thomas,Fort Worth,TX,2025-05-04,Standard,PH-003
CUS-00267,LOY-000267,Sophia,Nguyen,Fort Worth,TX,2025-10-09,Standard,PH-004
CUS-00268,LOY-000268,Michael,Moore,Plano,TX,2022-08-04,Silver,PH-005
CUS-00269,LOY-000269,Brandon,Martinez,Frisco,TX,2024-07-19,Standard,PH-002
CUS-00270,LOY-000270,Noah,Smith,Irving,TX,2022-06-17,Standard,PH-001
CUS-00271,LOY-000271,Laura,Carter,Irving,TX,2023-03-16,Silver,PH-001
CUS-00272,LOY-000272,Rachel,Anderson,Fort Worth,TX,2024-04-04,Gold,PH-005
CUS-00273,LOY-000273,Michael,Jackson,Irving,TX,2023-06-25,Gold,PH-004
CUS-00274,LOY-000274,Ethan,Smith,Irving,TX,2025-11-12,Silver,PH-004
CUS-00275,LOY-000275,Sarah,Carter,Fort Worth,TX,2022-09-18,Silver,PH-004
CUS-00276,LOY-000276,Melissa,Thomas,Fort Worth,TX,2024-12-19,Standard,PH-002
CUS-00277,LOY-000277,David,Brown,Dallas,TX,2026-03-09,Standard,PH-005
CUS-00278,LOY-000278,Rachel,Hill,Fort Worth,TX,2024-04-16,Standard,PH-001
CUS-00279,LOY-000279,Rachel,Garcia,Frisco,TX,2022-03-24,Gold,PH-002
CUS-00280,LOY-000280,Marcus,Kim,Frisco,TX,2024-02-06,Silver,PH-003
CUS-00281,LOY-000281,Emily,Lee,Plano,TX,2022-10-19,Gold,PH-004
CUS-00282,LOY-000282,Robert,Nguyen,Frisco,TX,2023-03-18,Standard,PH-004
CUS-00283,LOY-000283,Amanda,Hill,Fort Worth,TX,2023-12-16,Standard,PH-001
CUS-00284,LOY-000284,Laura,Brown,Fort Worth,TX,2023-09-27,Gold,PH-004
CUS-00285,LOY-000285,Kevin,White,Irving,TX,2024-08-31,Gold,PH-005
CUS-00286,LOY-000286,Melissa,Jackson,Plano,TX,2024-10-30,Gold,PH-004
CUS-00287,LOY-000287,Liam,Wilson,Irving,TX,2022-11-02,Gold,PH-003
CUS-00288,LOY-000288,Jennifer,White,Fort Worth,TX,2025-09-22,Gold,PH-004
CUS-00289,LOY-000289,Anthony,Chen,Irving,TX,2023-11-26,Gold,PH-001
CUS-00290,LOY-000290,Mia,Wilson,Frisco,TX,2025-08-15,Standard,PH-002
CUS-00291,LOY-000291,Noah,Lee,Fort Worth,TX,2025-07-14,Gold,PH-003
CUS-00292,LOY-000292,Jessica,Taylor,Dallas,TX,2025-08-11,Gold,PH-001
CUS-00293,LOY-000293,John,Lopez,Fort Worth,TX,2025-03-27,Standard,PH-005
CUS-00294,LOY-000294,Michael,Martinez,Irving,TX,2024-10-26,Standard,PH-001
CUS-00295,LOY-000295,Mia,Johnson,Plano,TX,2022-02-08,Silver,PH-002
CUS-00296,LOY-000296,Linda,Thomas,Fort Worth,TX,2024-06-28,Standard,PH-005
